GISJOIN,STATEA,COUNTYA,TRACTA,BLKGRPA,below_poverty_total,above_poverty_total
G41004700003002,41,47,300,2,39,385
G41004700003003,41,47,300,3,525,1302
G41004700003004,41,47,300,4,184,1336
G41004700004001,41,47,400,1,480,1212
G41004700004002,41,47,400,2,1013,846
G41004700004003,41,47,400,3,431,911
G41004700005011,41,47,501,1,368,1157
G41004700005012,41,47,501,2,281,1554
G41004700005021,41,47,502,1,441,279
G41004700005022,41,47,502,2,867,907
G41004700005023,41,47,502,3,1451,1305
G41004700006001,41,47,600,1,358,1415
G41004700006002,41,47,600,2,279,1288
G41004700006003,41,47,600,3,412,1352
G41004700007011,41,47,701,1,1002,2031
G41004700007012,41,47,701,2,1059,1289
G41004700007013,41,47,701,3,191,202
G41004700009001,41,47,900,1,140,1003
G41004700009002,41,47,900,2,200,1114
G41004700009003,41,47,900,3,307,395
G41004700009004,41,47,900,4,239,530
G41004700009005,41,47,900,5,48,625
G41004700009006,41,47,900,6,176,520
G41004700009007,41,47,900,7,125,300
G41004700010001,41,47,1000,1,293,811
G41004700010002,41,47,1000,2,570,701
G41004700010003,41,47,1000,3,391,946
G41004700011001,41,47,1100,1,124,929
G41004700011002,41,47,1100,2,315,2127
G41004700011003,41,47,1100,3,50,854
G41004700012001,41,47,1200,1,292,1308
G41004700012002,41,47,1200,2,174,1573
G41004700013001,41,47,1300,1,85,1939
G41004700013002,41,47,1300,2,285,1059
G41004700013003,41,47,1300,3,26,524
G41004700014011,41,47,1401,1,141,1970
G41004700014012,41,47,1401,2,569,1574
G41004700014013,41,47,1401,3,431,1483
G41004700014021,41,47,1402,1,43,1562
G41004700014022,41,47,1402,2,142,1463
G41004700014023,41,47,1402,3,185,2274
G41004700015011,41,47,1501,1,102,1174
G41004700015012,41,47,1501,2,21,1230
G41004700015013,41,47,1501,3,484,1127
G41004700015021,41,47,1502,1,460,1827
G41004700015022,41,47,1502,2,595,1326
G41004700015023,41,47,1502,3,35,1033
G41004700015031,41,47,1503,1,188,1285
G41004700015032,41,47,1503,2,474,1549
G41004700015033,41,47,1503,3,241,1167
G41004700016011,41,47,1601,1,130,858
G41004700016012,41,47,1601,2,459,2721
G41004700016013,41,47,1601,3,764,1409
G41004700016014,41,47,1601,4,80,858
G41004700016021,41,47,1602,1,1519,1227
G41004700016022,41,47,1602,2,601,871
G41004700016023,41,47,1602,3,379,1490
G41004700016024,41,47,1602,4,34,665
G41004700016025,41,47,1602,5,642,1102
G41004700016031,41,47,1603,1,261,1388
G41004700016032,41,47,1603,2,80,2126
G41004700016033,41,47,1603,3,76,1189
G41004700016034,41,47,1603,4,441,1145
G41004700016041,41,47,1604,1,534,1509
G41004700016042,41,47,1604,2,278,1147
G41004700016043,41,47,1604,3,379,2298
G41004700016044,41,47,1604,4,429,1191
G41004700017011,41,47,1701,1,924,1441
G41004700017012,41,47,1701,2,350,1431
G41004700017013,41,47,1701,3,461,2066
G41004700017021,41,47,1702,1,138,1452
G41004700017022,41,47,1702,2,335,1677
G41004700017023,41,47,1702,3,1024,1039
G41004700017031,41,47,1703,1,80,949
G41004700017032,41,47,1703,2,128,1347
G41004700017033,41,47,1703,3,316,1918
G41004700018011,41,47,1801,1,743,1231
G41004700018012,41,47,1801,2,266,843
G41004700018013,41,47,1801,3,663,1334
G41004700018014,41,47,1801,4,234,1651
G41004700018021,41,47,1802,1,100,1460
G41004700018022,41,47,1802,2,813,1336
G41004700018023,41,47,1802,3,233,704
G41004700018024,41,47,1802,4,377,1610
G41004700018025,41,47,1802,5,471,1333
G41004700018031,41,47,1803,1,571,1708
G41004700018032,41,47,1803,2,26,315
G41004700020001,41,47,2000,1,318,2362
G41004700020002,41,47,2000,2,257,2307
G41004700020003,41,47,2000,3,39,1902
G41004700020004,41,47,2000,4,166,2059
G41004700021011,41,47,2101,1,365,1036
G41004700021012,41,47,2101,2,28,781
G41004700021021,41,47,2102,1,33,1438
G41004700021022,41,47,2102,2,88,847
G41004700021023,41,47,2102,3,183,1607
G41004700021024,41,47,2102,4,258,1583
G41004700022011,41,47,2201,1,35,1720
G41004700022012,41,47,2201,2,223,481
G41004700022021,41,47,2202,1,369,2410
G41004700022022,41,47,2202,2,119,1113
G41004700022023,41,47,2202,3,395,2367
G41004700023011,41,47,2301,1,246,1921
G41004700023012,41,47,2301,2,12,712
G41004700023031,41,47,2303,1,336,2476
G41004700023032,41,47,2303,2,101,1957
G41004700023033,41,47,2303,3,322,2171
G41004700023041,41,47,2304,1,0,1941
G41004700023042,41,47,2304,2,34,1033
G41004700023043,41,47,2304,3,211,1728
G41004700023044,41,47,2304,4,0,445
G41004700024001,41,47,2400,1,169,1065
G41004700024002,41,47,2400,2,216,2029
G41004700025011,41,47,2501,1,302,3576
G41004700025012,41,47,2501,2,197,1351
G41004700025013,41,47,2501,3,337,2882
G41004700025021,41,47,2502,1,370,1702
G41004700025022,41,47,2502,2,537,1692
G41004700025023,41,47,2502,3,122,672
G41004700026001,41,47,2600,1,164,714
G41004700026002,41,47,2600,2,88,1077
G41004700027001,41,47,2700,1,142,2630
G41004700027002,41,47,2700,2,181,872
G41004700027003,41,47,2700,3,28,1236
G41004700027004,41,47,2700,4,45,1101
G41004700027005,41,47,2700,5,59,2022
G41004700028001,41,47,2800,1,262,1162
G41004700028002,41,47,2800,2,492,2044
G41004700101001,41,47,10100,1,74,715
G41004700101002,41,47,10100,2,104,623
G41004700102011,41,47,10201,1,132,1121
G41004700102012,41,47,10201,2,178,1114
G41004700102021,41,47,10202,1,69,1644
G41004700102022,41,47,10202,2,450,1446
G41004700102023,41,47,10202,3,58,637
G41004700102024,41,47,10202,4,319,2664
G41004700103031,41,47,10303,1,603,1958
G41004700103032,41,47,10303,2,424,2097
G41004700103041,41,47,10304,1,272,673
G41004700103042,41,47,10304,2,429,2596
G41004700103043,41,47,10304,3,552,755
G41004700103044,41,47,10304,4,540,737
G41004700103051,41,47,10305,1,892,1297
G41004700103052,41,47,10305,2,300,451
G41004700103053,41,47,10305,3,309,848
G41004700103061,41,47,10306,1,722,2728
G41004700103062,41,47,10306,2,1176,1610
G41004700103063,41,47,10306,3,522,427
G41004700103064,41,47,10306,4,0,547
G41004700103065,41,47,10306,5,88,1103
G41004700103071,41,47,10307,1,79,2196
G41004700103072,41,47,10307,2,330,1411
G41004700103073,41,47,10307,3,111,868
G41004700104001,41,47,10400,1,136,703
G41004700104002,41,47,10400,2,101,940
G41004700104003,41,47,10400,3,111,1076
G41004700104004,41,47,10400,4,44,862
G41004700104005,41,47,10400,5,203,890
G41004700105011,41,47,10501,1,119,1464
G41004700105012,41,47,10501,2,6,580
G41004700105013,41,47,10501,3,146,1668
G41004700105014,41,47,10501,4,41,1395
G41004700105021,41,47,10502,1,798,2568
G41004700105022,41,47,10502,2,176,2437
G41004700105023,41,47,10502,3,66,525
G41004700105031,41,47,10503,1,242,367
G41004700105032,41,47,10503,2,191,561
G41004700105033,41,47,10503,3,159,1936
G41004700106001,41,47,10600,1,40,383
G41004700106002,41,47,10600,2,80,1090
G41004700106003,41,47,10600,3,155,512
G41004700107011,41,47,10701,1,334,1023
G41004700107012,41,47,10701,2,371,837
G41004700107013,41,47,10701,3,301,602
G41004700107014,41,47,10701,4,554,2724
G41004700107015,41,47,10701,5,19,1333
G41004700107021,41,47,10702,1,298,763
G41004700107022,41,47,10702,2,81,2874
G41004700107023,41,47,10702,3,229,2354
G41004700108011,41,47,10801,1,235,898
G41004700108012,41,47,10801,2,55,995
G41004700108013,41,47,10801,3,207,1241
G41004700108014,41,47,10801,4,118,470
G41004700108015,41,47,10801,5,226,1386
G41004700108021,41,47,10802,1,189,1185
G41004700108022,41,47,10802,2,32,1149
G41004700108023,41,47,10802,3,235,752
G41004700108024,41,47,10802,4,523,2169
G41004909701001,41,49,970100,1,329,2048
G41004909701002,41,49,970100,2,305,1279
G41004909701003,41,49,970100,3,324,528
G41004909701004,41,49,970100,4,409,1388
G41004909701005,41,49,970100,5,85,1276
G41004909702001,41,49,970200,1,92,529
G41004909702002,41,49,970200,2,22,589
G41004909702003,41,49,970200,3,109,516
G41004909702004,41,49,970200,4,225,445
G41004909702005,41,49,970200,5,83,350
G41004909702006,41,49,970200,6,28,236
G41005100001001,41,51,100,1,32,457
G41005100001002,41,51,100,2,9,981
G41005100001003,41,51,100,3,85,711
G41005100001004,41,51,100,4,191,968
G41005100001005,41,51,100,5,54,719
G41005100001006,41,51,100,6,146,550
G41005100001007,41,51,100,7,83,1118
G41005100002001,41,51,200,1,150,759
G41005100002002,41,51,200,2,496,1538
G41005100002003,41,51,200,3,116,1589
G41005100002004,41,51,200,4,176,1108
G41005100003011,41,51,301,1,143,1168
G41005100003012,41,51,301,2,91,539
G41005100003013,41,51,301,3,397,1093
G41005100003014,41,51,301,4,177,761
G41005100003021,41,51,302,1,0,1298
G41005100003022,41,51,302,2,125,1453
G41005100003023,41,51,302,3,18,781
G41005100003024,41,51,302,4,194,1132
G41005100003025,41,51,302,5,102,798
G41005100003026,41,51,302,6,98,762
G41005100004011,41,51,401,1,64,1090
G41005100004012,41,51,401,2,53,697
G41005100004013,41,51,401,3,45,908
G41005100004014,41,51,401,4,59,588
G41005100004021,41,51,402,1,140,1036
G41005100004022,41,51,402,2,61,761
G41005100004023,41,51,402,3,133,1215
G41005100005011,41,51,501,1,55,691
G41005100005012,41,51,501,2,149,952
G41005100005013,41,51,501,3,125,770
G41005100005014,41,51,501,4,119,823
G41005100005021,41,51,502,1,255,595
G41005100005022,41,51,502,2,110,571
G41005100005023,41,51,502,3,38,1074
G41005100005024,41,51,502,4,295,989
G41005100005025,41,51,502,5,17,720
G41005100006011,41,51,601,1,923,1516
G41005100006012,41,51,601,2,196,974
G41005100006013,41,51,601,3,60,611
G41005100006014,41,51,601,4,102,1016
G41005100006021,41,51,602,1,261,799
G41005100006022,41,51,602,2,240,1894
G41005100006023,41,51,602,3,60,1068
G41005100006024,41,51,602,4,172,1012
G41005100007011,41,51,701,1,281,1002
G41005100007012,41,51,701,2,233,655
G41005100007013,41,51,701,3,225,1052
G41005100007014,41,51,701,4,97,927
G41005100007021,41,51,702,1,159,798
G41005100007022,41,51,702,2,303,972
G41005100007023,41,51,702,3,212,1192
G41005100007024,41,51,702,4,273,820
G41005100008011,41,51,801,1,62,795
G41005100008012,41,51,801,2,202,1027
G41005100008013,41,51,801,3,193,970
G41005100008014,41,51,801,4,176,932
G41005100008021,41,51,802,1,198,706
G41005100008022,41,51,802,2,261,625
G41005100008023,41,51,802,3,227,964
G41005100008024,41,51,802,4,213,1357
G41005100009011,41,51,901,1,182,837
G41005100009012,41,51,901,2,227,845
G41005100009013,41,51,901,3,95,679
G41005100009014,41,51,901,4,105,725
G41005100009021,41,51,902,1,545,1537
G41005100009022,41,51,902,2,116,758
G41005100009023,41,51,902,3,457,886
G41005100010001,41,51,1000,1,208,775
G41005100010002,41,51,1000,2,347,773
G41005100010003,41,51,1000,3,368,908
G41005100010004,41,51,1000,4,193,605
G41005100010005,41,51,1000,5,100,1061
G41005100011011,41,51,1101,1,346,283
G41005100011012,41,51,1101,2,314,933
G41005100011021,41,51,1102,1,255,1259
G41005100012011,41,51,1201,1,80,1017
G41005100012012,41,51,1201,2,290,761
G41005100012013,41,51,1201,3,197,975
G41005100012014,41,51,1201,4,289,1543
G41005100012021,41,51,1202,1,57,960
G41005100012022,41,51,1202,2,34,1329
G41005100012023,41,51,1202,3,93,859
G41005100013011,41,51,1301,1,214,664
G41005100013012,41,51,1301,2,121,506
G41005100013013,41,51,1301,3,112,882
G41005100013014,41,51,1301,4,198,933
G41005100013021,41,51,1302,1,57,679
G41005100013022,41,51,1302,2,65,816
G41005100013023,41,51,1302,3,105,1277
G41005100014001,41,51,1400,1,160,739
G41005100014002,41,51,1400,2,80,868
G41005100014003,41,51,1400,3,53,1404
G41005100014004,41,51,1400,4,60,586
G41005100014005,41,51,1400,5,258,451
G41005100015001,41,51,1500,1,93,1202
G41005100015002,41,51,1500,2,57,1014
G41005100015003,41,51,1500,3,58,596
G41005100016011,41,51,1601,1,88,792
G41005100016012,41,51,1601,2,44,547
G41005100016013,41,51,1601,3,372,949
G41005100016014,41,51,1601,4,83,861
G41005100016015,41,51,1601,5,26,766
G41005100016016,41,51,1601,6,0,718
G41005100016021,41,51,1602,1,20,720
G41005100016022,41,51,1602,2,93,704
G41005100016023,41,51,1602,3,702,989
G41005100016024,41,51,1602,4,89,1064
G41005100017011,41,51,1701,1,234,476
G41005100017012,41,51,1701,2,98,1311
G41005100017013,41,51,1701,3,205,461
G41005100017014,41,51,1701,4,62,718
G41005100017015,41,51,1701,5,188,893
G41005100017016,41,51,1701,6,97,405
G41005100017017,41,51,1701,7,192,953
G41005100017021,41,51,1702,1,575,1185
G41005100017022,41,51,1702,2,64,865
G41005100017023,41,51,1702,3,185,783
G41005100018011,41,51,1801,1,581,813
G41005100018012,41,51,1801,2,315,1124
G41005100018013,41,51,1801,3,140,1342
G41005100018021,41,51,1802,1,206,1927
G41005100018022,41,51,1802,2,187,1057
G41005100019001,41,51,1900,1,33,1337
G41005100019002,41,51,1900,2,20,955
G41005100019003,41,51,1900,3,31,1160
G41005100019004,41,51,1900,4,106,1257
G41005100020001,41,51,2000,1,167,746
G41005100020002,41,51,2000,2,171,540
G41005100020003,41,51,2000,3,154,1060
G41005100020004,41,51,2000,4,601,1035
G41005100020005,41,51,2000,5,359,1152
G41005100021001,41,51,2100,1,253,662
G41005100021002,41,51,2100,2,267,873
G41005100022031,41,51,2203,1,111,373
G41005100022032,41,51,2203,2,38,704
G41005100022033,41,51,2203,3,140,639
G41005100022034,41,51,2203,4,530,520
G41005100023031,41,51,2303,1,177,458
G41005100023032,41,51,2303,2,313,940
G41005100024011,41,51,2401,1,59,1269
G41005100024012,41,51,2401,2,19,534
G41005100024013,41,51,2401,3,93,838
G41005100024021,41,51,2402,1,340,974
G41005100024022,41,51,2402,2,60,1001
G41005100024023,41,51,2402,3,135,1001
G41005100025011,41,51,2501,1,16,637
G41005100025012,41,51,2501,2,0,693
G41005100025013,41,51,2501,3,110,1008
G41005100025014,41,51,2501,4,0,641
G41005100025015,41,51,2501,5,0,764
G41005100025016,41,51,2501,6,28,685
G41005100025021,41,51,2502,1,40,841
G41005100025022,41,51,2502,2,174,626
G41005100025023,41,51,2502,3,132,1161
G41005100025024,41,51,2502,4,62,912
G41005100026001,41,51,2600,1,21,881
G41005100026002,41,51,2600,2,85,1045
G41005100026003,41,51,2600,3,167,587
G41005100027011,41,51,2701,1,109,972
G41005100027012,41,51,2701,2,29,1243
G41005100027013,41,51,2701,3,20,988
G41005100027021,41,51,2702,1,123,931
G41005100027022,41,51,2702,2,374,1488
G41005100028011,41,51,2801,1,163,1539
G41005100028012,41,51,2801,2,115,1104
G41005100028021,41,51,2802,1,10,738
G41005100028022,41,51,2802,2,60,729
G41005100028023,41,51,2802,3,159,1038
G41005100029011,41,51,2901,1,9,990
G41005100029012,41,51,2901,2,10,750
G41005100029013,41,51,2901,3,45,934
G41005100029014,41,51,2901,4,104,1328
G41005100029021,41,51,2902,1,83,906
G41005100029022,41,51,2902,2,109,587
G41005100029023,41,51,2902,3,95,1004
G41005100029024,41,51,2902,4,285,1131
G41005100029025,41,51,2902,5,84,1120
G41005100029031,41,51,2903,1,297,1383
G41005100029032,41,51,2903,2,157,903
G41005100029033,41,51,2903,3,330,598
G41005100029034,41,51,2903,4,294,1086
G41005100030001,41,51,3000,1,54,827
G41005100030002,41,51,3000,2,120,1260
G41005100030003,41,51,3000,3,79,1110
G41005100030004,41,51,3000,4,21,926
G41005100031001,41,51,3100,1,248,888
G41005100031002,41,51,3100,2,72,1466
G41005100031003,41,51,3100,3,43,996
G41005100031004,41,51,3100,4,7,871
G41005100032001,41,51,3200,1,233,738
G41005100032002,41,51,3200,2,225,1017
G41005100032003,41,51,3200,3,43,760
G41005100032004,41,51,3200,4,71,1103
G41005100033011,41,51,3301,1,136,673
G41005100033012,41,51,3301,2,328,785
G41005100033013,41,51,3301,3,279,784
G41005100033021,41,51,3302,1,151,983
G41005100033022,41,51,3302,2,308,1547
G41005100034011,41,51,3401,1,285,525
G41005100034012,41,51,3401,2,283,708
G41005100034013,41,51,3401,3,5,388
G41005100034014,41,51,3401,4,605,529
G41005100034021,41,51,3402,1,254,1052
G41005100034022,41,51,3402,2,150,593
G41005100034023,41,51,3402,3,214,1188
G41005100035011,41,51,3501,1,220,398
G41005100035012,41,51,3501,2,225,1026
G41005100035013,41,51,3501,3,103,813
G41005100035014,41,51,3501,4,206,592
G41005100035021,41,51,3502,1,184,884
G41005100035022,41,51,3502,2,94,995
G41005100036011,41,51,3601,1,118,784
G41005100036012,41,51,3601,2,256,1095
G41005100036013,41,51,3601,3,194,786
G41005100036014,41,51,3601,4,247,907
G41005100036021,41,51,3602,1,263,1153
G41005100036022,41,51,3602,2,289,1512
G41005100036023,41,51,3602,3,129,1309
G41005100036024,41,51,3602,4,269,1143
G41005100036031,41,51,3603,1,111,564
G41005100036032,41,51,3603,2,60,823
G41005100037011,41,51,3701,1,111,718
G41005100037012,41,51,3701,2,221,757
G41005100037013,41,51,3701,3,86,1091
G41005100037014,41,51,3701,4,50,855
G41005100037021,41,51,3702,1,60,648
G41005100037022,41,51,3702,2,127,586
G41005100037023,41,51,3702,3,230,1124
G41005100038011,41,51,3801,1,114,752
G41005100038012,41,51,3801,2,115,766
G41005100038013,41,51,3801,3,244,866
G41005100038021,41,51,3802,1,315,891
G41005100038022,41,51,3802,2,296,706
G41005100038023,41,51,3802,3,40,738
G41005100038031,41,51,3803,1,116,1213
G41005100038032,41,51,3803,2,368,1038
G41005100038033,41,51,3803,3,90,1132
G41005100039011,41,51,3901,1,164,1139
G41005100039012,41,51,3901,2,103,1130
G41005100039013,41,51,3901,3,53,1450
G41005100039014,41,51,3901,4,81,1130
G41005100039015,41,51,3901,5,594,1450
G41005100039021,41,51,3902,1,82,625
G41005100039022,41,51,3902,2,102,561
G41005100039023,41,51,3902,3,24,780
G41005100039024,41,51,3902,4,105,683
G41005100040011,41,51,4001,1,1554,2258
G41005100040012,41,51,4001,2,158,477
G41005100040013,41,51,4001,3,683,829
G41005100040014,41,51,4001,4,825,1637
G41005100040021,41,51,4002,1,243,667
G41005100040022,41,51,4002,2,204,639
G41005100040023,41,51,4002,3,179,874
G41005100040024,41,51,4002,4,498,864
G41005100041011,41,51,4101,1,110,1105
G41005100041012,41,51,4101,2,521,1180
G41005100041013,41,51,4101,3,1008,2445
G41005100041014,41,51,4101,4,92,612
G41005100041021,41,51,4102,1,618,1313
G41005100041022,41,51,4102,2,10,1017
G41005100041023,41,51,4102,3,213,830
G41005100041024,41,51,4102,4,136,1247
G41005100042001,41,51,4200,1,212,1285
G41005100042002,41,51,4200,2,351,1343
G41005100043001,41,51,4300,1,63,887
G41005100045001,41,51,4500,1,314,1986
G41005100046011,41,51,4601,1,22,1850
G41005100046012,41,51,4601,2,105,1247
G41005100046021,41,51,4602,1,98,971
G41005100046022,41,51,4602,2,10,925
G41005100047001,41,51,4700,1,61,1808
G41005100047002,41,51,4700,2,201,1571
G41005100047003,41,51,4700,3,203,651
G41005100048001,41,51,4800,1,237,949
G41005100048002,41,51,4800,2,297,832
G41005100048003,41,51,4800,3,98,517
G41005100049001,41,51,4900,1,306,997
G41005100049002,41,51,4900,2,297,594
G41005100049003,41,51,4900,3,316,786
G41005100050001,41,51,5000,1,150,2275
G41005100051001,41,51,5100,1,242,3468
G41005100051002,41,51,5100,2,1213,1111
G41005100051003,41,51,5100,3,301,918
G41005100052001,41,51,5200,1,442,461
G41005100052002,41,51,5200,2,106,477
G41005100052003,41,51,5200,3,231,850
G41005100052004,41,51,5200,4,152,1576
G41005100055001,41,51,5500,1,305,933
G41005100055002,41,51,5500,2,563,689
G41005100056001,41,51,5600,1,401,1063
G41005100056002,41,51,5600,2,168,363
G41005100056003,41,51,5600,3,278,136
G41005100056004,41,51,5600,4,50,595
G41005100057001,41,51,5700,1,172,863
G41005100057002,41,51,5700,2,492,1479
G41005100057003,41,51,5700,3,71,681
G41005100058001,41,51,5800,1,262,559
G41005100058002,41,51,5800,2,150,1475
G41005100058003,41,51,5800,3,155,796
G41005100058004,41,51,5800,4,120,1234
G41005100058005,41,51,5800,5,85,542
G41005100059001,41,51,5900,1,433,2540
G41005100059002,41,51,5900,2,143,854
G41005100059003,41,51,5900,3,50,918
G41005100059004,41,51,5900,4,356,1173
G41005100060011,41,51,6001,1,235,591
G41005100060012,41,51,6001,2,51,610
G41005100060021,41,51,6002,1,181,1997
G41005100061001,41,51,6100,1,38,1378
G41005100061002,41,51,6100,2,91,911
G41005100062001,41,51,6200,1,124,764
G41005100062002,41,51,6200,2,24,731
G41005100062003,41,51,6200,3,177,1218
G41005100063001,41,51,6300,1,55,1430
G41005100063002,41,51,6300,2,15,1238
G41005100063003,41,51,6300,3,197,1011
G41005100064021,41,51,6402,1,168,2519
G41005100064022,41,51,6402,2,111,2886
G41005100064031,41,51,6403,1,89,638
G41005100064032,41,51,6403,2,132,1800
G41005100064033,41,51,6403,3,242,848
G41005100064041,41,51,6404,1,34,1569
G41005100064042,41,51,6404,2,119,1578
G41005100065011,41,51,6501,1,144,2022
G41005100065012,41,51,6501,2,250,2051
G41005100065013,41,51,6501,3,212,1395
G41005100065021,41,51,6502,1,423,2489
G41005100065022,41,51,6502,2,70,1302
G41005100066011,41,51,6601,1,82,1220
G41005100066012,41,51,6601,2,71,1172
G41005100066021,41,51,6602,1,55,1040
G41005100066022,41,51,6602,2,218,1860
G41005100066023,41,51,6602,3,459,1467
G41005100067011,41,51,6701,1,126,1794
G41005100067012,41,51,6701,2,110,1151
G41005100067021,41,51,6702,1,160,2023
G41005100067022,41,51,6702,2,39,1010
G41005100068011,41,51,6801,1,329,1988
G41005100068021,41,51,6802,1,61,1569
G41005100068022,41,51,6802,2,189,1673
G41005100069001,41,51,6900,1,103,1387
G41005100069002,41,51,6900,2,2,1231
G41005100070001,41,51,7000,1,0,944
G41005100070002,41,51,7000,2,105,2216
G41005100070003,41,51,7000,3,19,889
G41005100070004,41,51,7000,4,250,3681
G41005100071001,41,51,7100,1,55,1629
G41005100071002,41,51,7100,2,17,938
G41005100072011,41,51,7201,1,142,1008
G41005100072012,41,51,7201,2,114,776
G41005100072021,41,51,7202,1,473,2396
G41005100073001,41,51,7300,1,193,338
G41005100074001,41,51,7400,1,392,664
G41005100074002,41,51,7400,2,578,2037
G41005100075001,41,51,7500,1,541,1390
G41005100075002,41,51,7500,2,93,1033
G41005100075003,41,51,7500,3,699,1826
G41005100076001,41,51,7600,1,259,838
G41005100076002,41,51,7600,2,767,1688
G41005100077001,41,51,7700,1,115,770
G41005100077002,41,51,7700,2,282,707
G41005100078001,41,51,7800,1,337,475
G41005100078002,41,51,7800,2,87,1063
G41005100079001,41,51,7900,1,297,1132
G41005100079002,41,51,7900,2,311,2343
G41005100080011,41,51,8001,1,47,1504
G41005100080012,41,51,8001,2,321,1617
G41005100080021,41,51,8002,1,70,1539
G41005100080022,41,51,8002,2,99,1319
G41005100081001,41,51,8100,1,315,2098
G41005100081002,41,51,8100,2,56,1376
G41005100081003,41,51,8100,3,806,453
G41005100081004,41,51,8100,4,199,1686
G41005100082011,41,51,8201,1,61,922
G41005100082012,41,51,8201,2,251,826
G41005100082013,41,51,8201,3,42,660
G41005100082021,41,51,8202,1,509,2335
G41005100082022,41,51,8202,2,858,2110
G41005100082023,41,51,8202,3,1802,1901
G41005100083011,41,51,8301,1,907,919
G41005100083012,41,51,8301,2,666,1839
G41005100083021,41,51,8302,1,464,1274
G41005100083022,41,51,8302,2,678,1729
G41005100084001,41,51,8400,1,699,1455
G41005100084002,41,51,8400,2,648,1807
G41005100085001,41,51,8500,1,654,1821
G41005100085002,41,51,8500,2,513,783
G41005100086001,41,51,8600,1,414,1547
G41005100086002,41,51,8600,2,683,1821
G41005100087001,41,51,8700,1,325,1326
G41005100087002,41,51,8700,2,266,1218
G41005100087003,41,51,8700,3,239,1102
G41005100088001,41,51,8800,1,435,1021
G41005100088002,41,51,8800,2,205,1310
G41005100088003,41,51,8800,3,112,1172
G41005100089011,41,51,8901,1,425,4498
G41005100089012,41,51,8901,2,1485,1786
G41005100089013,41,51,8901,3,141,1443
G41005100089021,41,51,8902,1,385,2229
G41005100089022,41,51,8902,2,278,728
G41005100090001,41,51,9000,1,827,1480
G41005100090002,41,51,9000,2,526,2152
G41005100090003,41,51,9000,3,708,3038
G41005100091011,41,51,9101,1,1014,2008
G41005100091012,41,51,9101,2,1386,1335
G41005100091021,41,51,9102,1,70,725
G41005100091022,41,51,9102,2,147,1915
G41005100091023,41,51,9102,3,360,553
G41005100091024,41,51,9102,4,262,2292
G41005100092011,41,51,9201,1,609,924
G41005100092012,41,51,9201,2,614,2950
G41005100092013,41,51,9201,3,1117,1328
G41005100092021,41,51,9202,1,604,2310
G41005100092022,41,51,9202,2,289,1044
G41005100092023,41,51,9202,3,170,1024
G41005100093011,41,51,9301,1,351,1563
G41005100093012,41,51,9301,2,307,1119
G41005100093013,41,51,9301,3,842,1795
G41005100093021,41,51,9302,1,475,2008
G41005100093022,41,51,9302,2,240,1345
G41005100094001,41,51,9400,1,29,1123
G41005100094002,41,51,9400,2,500,1324
G41005100094003,41,51,9400,3,204,787
G41005100094004,41,51,9400,4,48,1344
G41005100094005,41,51,9400,5,86,1613
G41005100095011,41,51,9501,1,854,2197
G41005100095012,41,51,9501,2,462,1212
G41005100095021,41,51,9502,1,114,1167
G41005100095022,41,51,9502,2,24,894
G41005100095023,41,51,9502,3,834,1288
G41005100096031,41,51,9603,1,136,1652
G41005100096032,41,51,9603,2,365,1357
G41005100096041,41,51,9604,1,459,1816
G41005100096042,41,51,9604,2,1026,1893
G41005100096051,41,51,9605,1,589,1566
G41005100096052,41,51,9605,2,337,1312
G41005100096053,41,51,9605,3,607,1412
G41005100096061,41,51,9606,1,985,1555
G41005100096062,41,51,9606,2,1365,1654
G41005100097011,41,51,9701,1,629,1765
G41005100097012,41,51,9701,2,146,1022
G41005100097013,41,51,9701,3,599,1123
G41005100097021,41,51,9702,1,885,1780
G41005100097022,41,51,9702,2,831,1806
G41005100097023,41,51,9702,3,80,670
G41005100097024,41,51,9702,4,260,1874
G41005100098011,41,51,9801,1,1149,1201
G41005100098012,41,51,9801,2,456,1240
G41005100098031,41,51,9803,1,27,1820
G41005100098032,41,51,9803,2,996,1325
G41005100098033,41,51,9803,3,481,1205
G41005100098034,41,51,9803,4,715,709
G41005100098041,41,51,9804,1,187,1235
G41005100098042,41,51,9804,2,452,1375
G41005100099031,41,51,9903,1,58,965
G41005100099032,41,51,9903,2,32,1399
G41005100099033,41,51,9903,3,45,2122
G41005100099034,41,51,9903,4,47,1360
G41005100099041,41,51,9904,1,425,1154
G41005100099042,41,51,9904,2,41,570
G41005100099043,41,51,9904,3,63,878
G41005100099051,41,51,9905,1,116,1661
G41005100099052,41,51,9905,2,25,1406
G41005100099061,41,51,9906,1,259,2331
G41005100099062,41,51,9906,2,48,776
G41005100099071,41,51,9907,1,17,1132
G41005100099072,41,51,9907,2,586,561
G41005100099073,41,51,9907,3,224,2532
G41005100100011,41,51,10001,1,611,1348
G41005100100012,41,51,10001,2,445,538
G41005100100013,41,51,10001,3,483,2144
G41005100100021,41,51,10002,1,324,2230
G41005100100022,41,51,10002,2,184,2263
G41005100101001,41,51,10100,1,17,570
G41005100101002,41,51,10100,2,797,3293
G41005100101003,41,51,10100,3,549,1943
G41005100101004,41,51,10100,4,24,1590
G41005100102001,41,51,10200,1,131,1576
G41005100102002,41,51,10200,2,648,1408
G41005100102003,41,51,10200,3,15,1860
G41005100103031,41,51,10303,1,823,2779
G41005100103032,41,51,10303,2,452,1467
